index,gender,car,reality,child_num,income_total,income_type,edu_type,family_type,house_type,FLAG_MOBIL,work_phone,phone,email,occyp_type,family_size,credit,Decile
21714,F,N,Y,0,112500,Pensioner,Secondary / secondary special,Married,House / apartment,1,0,0,0,unemployed,2,1,7
21715,F,N,N,2,144000,Working,Secondary / secondary special,Married,House / apartment,1,1,1,0,High skill tech staff,4,0,8
21716,F,Y,N,0,144000,Working,Secondary / secondary special,Widow,House / apartment,1,0,0,0,HR staff,1,2,8
21717,M,Y,Y,0,112500,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,Laborers,2,2,7
21718,F,Y,N,1,306000,Working,Higher education,Married,House / apartment,1,0,0,0,unemployed,3,0,9
21719,M,N,Y,0,135000,Working,Higher education,Married,With parents,1,1,1,0,unemployed,2,2,8
21720,M,N,N,2,202500,Working,Lower secondary,Married,House / apartment,1,1,0,0,Laborers,4,2,9
21721,F,N,N,0,252000,Pensioner,Secondary / secondary special,Widow,House / apartment,1,0,0,0,unemployed,1,2,9
21722,F,N,Y,0,90000,Pensioner,Secondary / secondary special,Married,House / apartment,1,0,0,0,unemployed,2,2,7
21723,M,N,Y,0,135000,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,1,0,1,0,unemployed,2,2,8
21724,M,Y,Y,0,225000,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,Drivers,2,2,9
21725,F,N,Y,1,112500,Working,Secondary / secondary special,Married,House / apartment,1,0,0,1,Core staff,3,1,7
21726,F,Y,Y,0,126000,Working,Secondary / secondary special,Married,House / apartment,1,1,1,0,unemployed,2,2,8
21727,F,N,N,2,180000,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,unemployed,4,2,9
21728,F,N,N,1,112500,State servant,Secondary / secondary special,Single / not married,House / apartment,1,0,0,0,Core staff,2,1,7
21729,F,Y,Y,2,90000,State servant,Secondary / secondary special,Married,House / apartment,1,0,0,0,Cooking staff,4,2,7
21730,F,Y,Y,1,180000,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,1,0,Sales staff,3,2,9
21731,F,N,N,0,135000,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,0,0,unemployed,2,2,8
21732,F,N,Y,1,157500,State servant,Secondary / secondary special,Single / not married,House / apartment,1,0,0,0,Waiters/barmen staff,2,1,8
21733,F,N,Y,0,157500,Pensioner,Secondary / secondary special,Married,House / apartment,1,0,0,0,unemployed,2,0,8
21734,F,Y,N,0,202500,Pensioner,Secondary / secondary special,Married,House / apartment,1,0,0,0,unemployed,2,2,9
21735,F,N,N,0,157500,Working,Secondary / secondary special,Widow,House / apartment,1,1,1,0,Sales staff,1,2,8
21736,M,Y,Y,1,180000,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,Drivers,3,2,9
21737,M,Y,Y,1,900000,Working,Secondary / secondary special,Married,Co-op apartment,1,0,0,0,Managers,3,2,9
21738,F,N,Y,0,202500,Pensioner,Secondary / secondary special,Widow,House / apartment,1,0,0,0,unemployed,1,2,9
21739,M,N,Y,0,450000,Commercial associate,Higher education,Married,House / apartment,1,0,1,0,Managers,2,1,9
21740,F,N,Y,0,193500,State servant,Secondary / secondary special,Married,Office apartment,1,0,0,0,Cooking staff,2,1,9
21741,F,N,Y,0,202500,Working,Secondary / secondary special,Married,House / apartment,1,1,1,1,Laborers,2,2,9
21742,M,Y,Y,1,324000,Working,Higher education,Married,House / apartment,1,1,1,0,High skill tech staff,3,2,9
21743,F,Y,Y,1,202500,Commercial associate,Higher education,Married,House / apartment,1,0,0,0,Accountants,3,2,9
21744,M,Y,Y,2,675000,Commercial associate,Higher education,Married,House / apartment,1,0,0,0,Core staff,4,2,9
21745,F,Y,Y,0,180000,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,Private service staff,2,2,9
21746,M,Y,N,0,135000,Working,Secondary / secondary special,Single / not married,House / apartment,1,0,0,0,Drivers,1,2,8
21747,F,N,N,0,135000,State servant,Higher education,Married,House / apartment,1,1,0,0,Accountants,2,2,8
21748,F,N,Y,0,112500,Working,Higher education,Married,House / apartment,1,0,0,0,Accountants,2,2,7
21749,F,N,Y,0,180000,State servant,Secondary / secondary special,Married,House / apartment,1,0,0,0,unemployed,2,2,9
21750,F,Y,Y,1,135000,Working,Higher education,Married,House / apartment,1,0,0,0,Managers,3,1,8
21751,M,N,Y,0,135000,Commercial associate,Secondary / secondary special,Single / not married,Rented apartment,1,0,0,1,Sales staff,1,1,8
21752,F,N,N,1,103500,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,Sales staff,3,2,7
21753,F,N,Y,1,270000,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,0,1,Accountants,3,1,9
21754,F,N,N,0,67500,Working,Secondary / secondary special,Single / not married,House / apartment,1,1,0,0,Sales staff,1,1,5
21755,F,N,Y,0,135000,Working,Secondary / secondary special,Married,House / apartment,1,1,0,0,Security staff,2,2,8
21756,M,Y,Y,0,270000,Working,Secondary / secondary special,Single / not married,House / apartment,1,0,0,0,Sales staff,1,1,9
21757,M,N,Y,0,135000,Working,Higher education,Married,House / apartment,1,0,0,0,Managers,2,2,8
21758,M,Y,Y,0,157500,Working,Higher education,Married,House / apartment,1,0,0,0,Security staff,2,1,8
21759,M,N,Y,0,270000,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,0,1,Drivers,2,0,9
21760,M,Y,Y,2,216000,State servant,Higher education,Married,House / apartment,1,0,0,0,High skill tech staff,4,2,9
21761,F,Y,Y,1,112500,Working,Secondary / secondary special,Married,House / apartment,1,1,0,0,Sales staff,3,2,7
21762,M,Y,Y,0,225000,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,Laborers,2,2,9
21763,F,N,Y,1,135000,Working,Secondary / secondary special,Widow,House / apartment,1,0,0,0,Sales staff,2,2,8
21764,F,N,N,0,157500,Working,Secondary / secondary special,Civil marriage,With parents,1,1,1,0,Low-skill Laborers,2,2,8
21765,F,Y,Y,0,121500,Pensioner,Secondary / secondary special,Married,House / apartment,1,0,1,0,unemployed,2,2,8
21766,M,Y,N,1,292500,Working,Secondary / secondary special,Separated,House / apartment,1,0,1,0,Laborers,2,2,9
21767,F,N,N,0,126000,State servant,Secondary / secondary special,Married,House / apartment,1,1,0,0,Medicine staff,2,2,8
21768,M,Y,Y,0,225000,Working,Incomplete higher,Married,House / apartment,1,0,0,0,Laborers,2,2,9
21769,F,N,Y,0,193500,Working,Secondary / secondary special,Separated,House / apartment,1,1,1,1,Laborers,1,2,9
21770,M,Y,Y,0,90000,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,unemployed,2,2,7
21771,M,Y,Y,1,112500,Working,Secondary / secondary special,Married,House / apartment,1,1,1,0,Drivers,3,2,7
21772,M,Y,N,0,292500,Working,Higher education,Married,House / apartment,1,0,0,0,Managers,2,2,9
21773,F,N,Y,0,202500,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,1,0,0,1,Sales staff,2,2,9
21774,M,Y,N,2,112500,Working,Higher education,Married,House / apartment,1,0,0,0,Drivers,4,2,7
21775,F,Y,Y,1,112500,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,1,0,0,0,Core staff,3,2,7
21776,F,N,Y,0,157500,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,1,0,unemployed,2,2,8
21777,M,Y,N,0,135000,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,Laborers,2,0,8
21778,M,Y,Y,0,247500,Working,Secondary / secondary special,Married,House / apartment,1,1,1,0,Drivers,2,2,9
21779,M,N,Y,1,135000,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,Drivers,3,1,8
21780,F,Y,Y,2,144000,Working,Higher education,Married,House / apartment,1,0,0,1,Accountants,4,2,8
21781,M,Y,Y,0,405000,Working,Higher education,Married,House / apartment,1,1,0,1,unemployed,2,1,9
21782,F,Y,Y,0,315000,Working,Higher education,Married,House / apartment,1,0,0,1,unemployed,2,2,9
21783,M,N,Y,1,90000,Working,Secondary / secondary special,Separated,House / apartment,1,0,0,0,Laborers,2,1,7
21784,F,N,Y,0,247500,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,0,0,Medicine staff,2,1,9
21785,M,Y,Y,0,225000,Working,Secondary / secondary special,Separated,House / apartment,1,0,0,0,Drivers,1,2,9
21786,F,N,Y,0,247500,Commercial associate,Higher education,Single / not married,House / apartment,1,0,0,1,Core staff,1,2,9
21787,F,N,N,1,112500,Working,Incomplete higher,Married,House / apartment,1,0,0,0,Laborers,3,2,7
21788,M,Y,Y,0,220500,Working,Secondary / secondary special,Married,House / apartment,1,0,1,0,Drivers,2,2,9
21789,M,Y,N,0,121500,Working,Secondary / secondary special,Married,House / apartment,1,0,1,0,Laborers,2,1,8
21790,F,N,N,0,135000,Working,Secondary / secondary special,Married,With parents,1,0,0,0,unemployed,2,2,8
21791,F,N,Y,0,202500,Commercial associate,Higher education,Married,House / apartment,1,1,1,0,Managers,2,0,9
21792,M,Y,N,1,202500,Working,Secondary / secondary special,Married,House / apartment,1,0,0,1,Drivers,3,1,9
21793,F,Y,Y,2,306000,State servant,Higher education,Married,House / apartment,1,0,0,0,Core staff,4,0,9
21794,M,Y,Y,0,157500,State servant,Higher education,Married,House / apartment,1,0,1,0,Core staff,2,2,8
21795,M,Y,Y,0,238500,Pensioner,Secondary / secondary special,Married,Office apartment,1,0,0,0,unemployed,2,2,9
21796,F,N,Y,0,90000,Commercial associate,Higher education,Separated,House / apartment,1,0,0,0,Core staff,1,2,7
21797,M,N,Y,0,202500,Working,Secondary / secondary special,Civil marriage,House / apartment,1,0,0,0,Drivers,2,1,9
21798,M,N,Y,1,157500,Working,Secondary / secondary special,Married,House / apartment,1,1,0,0,Laborers,3,2,8
21799,F,N,Y,0,130500,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,Core staff,2,2,8
21800,F,N,Y,0,171000,Working,Secondary / secondary special,Single / not married,Rented apartment,1,0,0,0,Laborers,1,2,8
21801,F,N,N,0,292500,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,1,0,0,0,Laborers,2,1,9
21802,F,N,Y,0,202500,Pensioner,Higher education,Single / not married,House / apartment,1,0,1,1,unemployed,1,0,9
21803,F,Y,Y,0,90000,State servant,Secondary / secondary special,Married,House / apartment,1,1,1,0,Core staff,2,2,7
21804,F,N,Y,0,157500,Working,Secondary / secondary special,Single / not married,Municipal apartment,1,0,1,0,unemployed,1,2,8
21805,F,N,N,0,144000,Working,Secondary / secondary special,Married,House / apartment,1,0,1,0,unemployed,2,2,8
21806,F,N,Y,0,76500,Pensioner,Higher education,Widow,House / apartment,1,0,0,0,unemployed,1,1,6
21807,F,N,Y,0,180000,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,unemployed,2,2,9
21808,M,Y,Y,0,225000,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,0,0,Sales staff,2,1,9
21809,M,Y,N,0,99000,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,unemployed,2,2,7
21810,F,N,N,1,144000,Working,Secondary / secondary special,Single / not married,Rented apartment,1,1,1,0,High skill tech staff,2,2,8
21811,F,N,N,1,135000,Working,Secondary / secondary special,Single / not married,House / apartment,1,0,1,0,Low-skill Laborers,2,2,8
21812,F,N,Y,0,166500,Commercial associate,Higher education,Widow,House / apartment,1,0,0,0,Cleaning staff,1,2,8
21813,M,Y,N,2,247500,Working,Secondary / secondary special,Married,House / apartment,1,1,0,0,Laborers,4,2,9
21814,F,N,Y,0,391500,Working,Secondary / secondary special,Single / not married,House / apartment,1,0,0,0,Managers,1,0,9
21815,F,N,Y,0,58500,Pensioner,Secondary / secondary special,Single / not married,House / apartment,1,0,1,0,unemployed,1,1,5
21816,M,Y,Y,0,247500,Working,Secondary / secondary special,Married,House / apartment,1,1,0,0,Laborers,2,0,9
21817,F,N,Y,0,126000,Working,Higher education,Married,House / apartment,1,0,1,1,Core staff,2,2,8
21818,F,Y,N,1,315000,Commercial associate,Higher education,Married,House / apartment,1,0,0,0,Accountants,3,2,9
21819,F,N,N,0,126000,Pensioner,Secondary / secondary special,Married,House / apartment,1,0,0,0,unemployed,2,2,8
21820,M,Y,Y,0,117000,Working,Secondary / secondary special,Civil marriage,House / apartment,1,0,0,0,Drivers,2,2,7
21821,F,N,Y,0,135000,Commercial associate,Higher education,Single / not married,House / apartment,1,0,0,0,Sales staff,1,0,8
21822,M,N,Y,0,148500,Working,Secondary / secondary special,Married,House / apartment,1,0,1,0,Laborers,2,2,8
21823,M,N,N,1,179271,Working,Higher education,Married,House / apartment,1,0,0,0,Managers,3,2,9
21824,F,N,Y,0,76500,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,1,0,0,0,unemployed,2,0,6
21825,F,N,N,0,180000,Working,Higher education,Separated,House / apartment,1,1,1,1,Accountants,1,2,9
21826,M,Y,Y,0,292500,Commercial associate,Higher education,Married,House / apartment,1,0,1,0,High skill tech staff,2,1,9
21827,F,Y,N,0,117000,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,1,0,1,0,unemployed,2,2,7
21828,M,Y,Y,0,202500,Pensioner,Higher education,Married,House / apartment,1,0,0,0,unemployed,2,2,9
21829,M,N,Y,0,391500,Working,Secondary / secondary special,Separated,House / apartment,1,0,0,0,Security staff,1,2,9
21830,M,N,N,1,292500,State servant,Secondary / secondary special,Married,House / apartment,1,0,1,0,unemployed,3,2,9
21831,M,Y,Y,0,135000,Working,Secondary / secondary special,Married,With parents,1,0,0,0,Core staff,2,1,8
21832,M,Y,Y,0,405000,Working,Secondary / secondary special,Married,House / apartment,1,1,0,0,Managers,2,0,9
21833,F,N,N,1,292500,Working,Incomplete higher,Married,House / apartment,1,1,1,0,Sales staff,3,2,9
21834,F,Y,Y,2,157500,Commercial associate,Higher education,Married,House / apartment,1,0,0,0,Managers,4,2,8
21835,F,Y,Y,0,135000,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,0,0,Private service staff,2,2,8
21836,M,Y,Y,0,360000,Commercial associate,Higher education,Married,House / apartment,1,0,0,0,High skill tech staff,2,1,9
21837,F,N,Y,0,283500,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,0,1,Private service staff,2,2,9
21838,M,Y,Y,2,225000,Commercial associate,Secondary / secondary special,Married,House / apartment,1,0,0,0,Laborers,4,0,9
21839,F,Y,Y,0,180000,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,1,1,1,0,Accountants,2,2,9
21840,F,N,Y,0,202500,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,Sales staff,2,0,9
21841,F,N,N,1,81000,Working,Secondary / secondary special,Married,House / apartment,1,0,1,0,Laborers,3,2,6
21842,M,Y,Y,2,225000,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,Laborers,4,1,9
21843,F,N,Y,0,85500,Working,Secondary / secondary special,Separated,House / apartment,1,0,0,0,unemployed,1,2,6
21844,F,N,N,0,112500,Working,Secondary / secondary special,Married,With parents,1,0,1,0,unemployed,2,0,7
21845,F,N,Y,0,94500,Pensioner,Secondary / secondary special,Separated,House / apartment,1,0,0,0,unemployed,1,2,7
21846,F,N,N,0,112500,Working,Secondary / secondary special,Married,House / apartment,1,0,0,0,Laborers,2,1,7
21847,M,N,N,0,225000,Commercial associate,Higher education,Married,With parents,1,1,0,0,Managers,2,0,9
21848,F,N,Y,0,225000,Working,Secondary / secondary special,Civil marriage,House / apartment,1,0,1,0,unemployed,2,2,9
21849,M,Y,N,1,229500,State servant,Secondary / secondary special,Married,House / apartment,1,0,0,0,Managers,3,2,9
21850,M,N,N,2,216000,Working,Secondary / secondary special,Married,House / apartment,1,0,1,0,Laborers,4,0,9
21851,F,Y,Y,0,180000,Commercial associate,Incomplete higher,Married,House / apartment,1,0,0,0,Laborers,2,2,9
21852,M,Y,Y,0,270000,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,1,1,1,0,Core staff,1,2,9
21853,F,N,Y,0,81000,Working,Secondary / secondary special,Civil marriage,House / apartment,1,0,0,0,unemployed,2,0,6
21854,F,N,Y,0,90000,Working,Secondary / secondary special,Married,House / apartment,1,1,1,0,Core staff,2,1,7
21855,F,N,N,0,49500,Working,Secondary / secondary special,Married,House / apartment,1,1,1,0,Sales staff,2,2,3
21856,M,N,Y,0,121500,Pensioner,Higher education,Married,House / apartment,1,0,0,0,unemployed,2,1,8
21857,F,Y,N,1,184500,Working,Higher education,Separated,With parents,1,1,0,0,Core staff,2,0,9
21858,F,N,Y,0,360000,Pensioner,Secondary / secondary special,Married,House / apartment,1,0,0,0,unemployed,2,2,9
21859,F,Y,N,0,342000,State servant,Higher education,Single / not married,House / apartment,1,0,0,0,Core staff,1,2,9
21860,M,Y,Y,1,310500,Working,Higher education,Married,House / apartment,1,0,0,1,IT staff,3,0,9
21861,F,Y,Y,2,135000,State servant,Secondary / secondary special,Married,House / apartment,1,1,0,0,Core staff,4,2,8
21862,M,Y,N,1,135000,Working,Secondary / secondary special,Married,House / apartment,1,0,1,0,Laborers,3,2,8
21863,F,Y,Y,2,540000,Working,Higher education,Single / not married,House / apartment,1,0,1,1,unemployed,3,0,9
21864,F,N,Y,1,225000,Working,Higher education,Married,House / apartment,1,0,0,0,Sales staff,3,2,9
21865,F,Y,N,0,202500,Commercial associate,Incomplete higher,Separated,House / apartment,1,0,1,1,Accountants,1,2,9
21866,F,N,Y,3,450000,Pensioner,Secondary / secondary special,Married,House / apartment,1,0,0,0,unemployed,5,0,9
21867,F,N,N,0,180000,Working,Secondary / secondary special,Widow,Municipal apartment,1,0,0,0,Core staff,1,1,9
21868,M,Y,Y,0,270000,State servant,Secondary / secondary special,Married,House / apartment,1,0,0,0,Core staff,2,2,9
